amount,hour,customer_age_days,previous_transactions,previous_failures,avg_amount,amount_ratio,transactions_10min,transactions_1h,new_device,new_location,is_weekend,fraud
444.31,13,287,33,1,1118.26,0.397,2,4,0,0,0,0
575.85,12,334,35,1,803.25,0.717,3,3,0,0,0,0
797.92,22,1165,28,0,629.9,1.267,4,5,0,0,0,0
1125.1,17,278,13,0,585.33,1.922,1,1,0,0,1,0
1733.2,7,1671,23,0,1058.8,1.637,1,2,0,0,0,0
1190.92,14,956,36,0,570.7,2.087,3,5,1,0,0,0
1237.79,18,860,35,0,926.22,1.336,1,1,0,0,0,0
1347.72,14,1786,28,1,624.11,2.159,2,5,0,0,0,0
1407.46,16,323,30,0,277.22,5.077,0,2,0,0,0,0
1585.04,14,40,34,0,804.78,1.97,1,7,1,0,0,0
3561.0,22,1711,23,0,913.5,3.898,1,2,0,0,0,0
1394.76,17,1040,26,1,621.46,2.244,0,2,0,0,0,0
1051.09,15,46,31,0,950.39,1.106,0,4,0,0,0,0
695.15,22,1355,32,0,1014.26,0.685,0,0,0,0,1,0
1064.72,10,140,32,0,1100.55,0.967,0,2,0,0,0,0
1693.63,18,1595,31,1,926.82,1.827,4,5,1,0,1,0
459.41,19,511,33,0,910.18,0.505,0,0,0,0,0,0
1794.03,12,1016,22,0,1024.78,1.751,0,0,0,0,0,0
710.02,22,333,25,1,732.93,0.969,1,1,0,0,0,0
790.32,11,1361,24,0,312.71,2.527,0,1,0,0,0,0
1196.29,21,1407,25,0,543.12,2.203,2,4,1,0,1,0
672.04,6,1367,32,0,641.68,1.047,2,6,0,0,0,0
1155.57,11,44,24,3,711.54,1.624,1,1,0,0,1,0
476.43,11,1293,22,1,1253.25,0.38,1,4,1,0,0,0
1453.57,11,1588,34,0,908.61,1.6,1,3,0,0,0,0
1000.03,13,1648,24,0,875.58,1.142,0,1,0,0,1,0
896.03,18,1344,33,1,744.74,1.203,1,2,0,0,1,0
1044.28,13,1665,28,0,543.74,1.921,1,4,1,0,0,0
887.95,16,1017,20,0,933.97,0.951,2,3,0,0,0,0
1144.65,7,613,28,0,1017.85,1.125,1,2,0,0,1,0
801.11,6,1079,31,2,1261.45,0.635,0,1,0,0,1,0
765.12,12,953,33,0,575.83,1.329,1,2,0,0,0,0
339.55,8,218,34,0,1763.05,0.193,1,1,0,0,0,0
1902.03,7,1706,27,0,1341.62,1.418,1,4,0,0,0,0
473.59,7,1423,22,0,480.03,0.987,0,2,0,0,0,0
2183.1,10,507,36,0,935.58,2.333,3,6,0,0,0,0
785.81,9,370,28,0,1101.3,0.714,2,2,0,0,0,0
1753.97,8,76,22,1,1452.95,1.207,2,4,0,0,0,0
1592.76,11,1054,29,2,770.64,2.067,4,7,0,0,0,0
1524.2,10,998,31,0,1593.8,0.956,0,5,0,0,0,0
921.07,22,563,39,1,701.96,1.312,0,1,0,0,0,0
465.42,16,1173,19,1,1056.02,0.441,1,3,0,0,0,0
812.31,17,350,32,1,1096.32,0.741,2,3,0,0,0,0
755.24,17,326,24,1,1109.1,0.681,1,2,0,0,0,0
848.79,6,512,25,1,1121.9,0.757,1,2,0,0,0,0
457.04,14,470,27,0,636.14,0.718,1,6,0,0,1,0
767.04,16,1400,32,0,594.71,1.29,0,3,0,0,1,0
179.92,21,579,25,0,646.23,0.278,0,2,0,0,1,0
761.15,13,1024,24,0,529.93,1.436,0,2,0,0,1,0
962.17,10,876,26,0,596.75,1.612,3,5,0,0,0,0
584.03,18,1617,28,2,1254.16,0.466,1,2,0,0,0,0
773.88,9,534,29,1,529.21,1.462,0,1,0,0,0,0
981.83,21,386,26,0,886.11,1.108,1,3,0,0,0,0
1567.2,12,1713,37,2,1029.06,1.523,0,0,0,0,1,0
1603.67,7,568,29,0,754.05,2.127,1,1,1,0,0,0
1062.06,11,1290,31,0,1342.76,0.791,0,2,0,0,1,0
883.45,22,391,27,1,438.31,2.016,0,2,0,0,1,0
1091.54,13,810,23,0,611.44,1.785,1,4,0,0,0,0
2416.25,6,780,28,0,1535.91,1.573,1,4,0,0,1,0
1183.01,12,1662,21,0,784.86,1.507,0,2,0,0,1,0
1036.23,18,464,45,0,875.96,1.183,1,3,0,0,1,0
1619.85,6,1342,33,0,473.49,3.421,0,2,0,0,1,0
921.89,21,804,29,0,473.38,1.947,1,5,0,0,1,0
561.52,18,888,33,1,925.82,0.607,0,3,0,0,0,0
1155.79,18,1183,35,0,1472.38,0.785,0,1,0,0,1,0
986.03,18,235,32,1,512.0,1.926,0,1,0,0,0,0
796.14,8,1731,31,0,1045.5,0.761,0,1,0,0,0,0
1210.82,19,590,24,1,1246.25,0.972,1,3,0,0,0,0
331.32,9,616,26,2,579.81,0.571,0,1,0,0,0,0
666.9,8,1162,29,0,1137.13,0.586,0,2,0,0,1,0
6285.01,2,1028,31,2,1645.56,3.819,9,15,0,0,0,1
586.3,8,525,31,1,1256.04,0.467,3,4,0,0,0,0
824.94,8,125,28,0,642.5,1.284,0,1,0,0,1,0
544.29,21,1571,25,0,689.63,0.789,2,4,0,0,0,0
2258.22,7,1696,28,1,1266.14,1.784,1,2,0,0,0,0
1151.03,17,1400,20,1,1431.71,0.804,0,4,0,0,0,0
580.04,6,1641,31,1,477.46,1.215,0,2,0,0,1,0
344.73,22,382,29,0,1163.69,0.296,0,3,0,1,1,0
651.39,15,1152,38,0,585.22,1.113,0,2,0,1,1,0
748.94,14,74,22,0,393.19,1.905,0,1,0,1,0,0
633.19,7,1376,25,0,512.01,1.237,0,2,0,0,0,0
3635.01,20,643,30,0,1118.49,3.25,1,5,0,0,0,0
361.47,13,1630,24,0,484.26,0.746,2,5,0,0,0,0
923.41,8,276,12,0,930.82,0.992,1,3,0,0,0,0
835.92,18,277,32,0,673.24,1.242,2,6,0,0,0,0
782.88,22,163,32,0,514.53,1.522,0,3,0,0,0,0
309.0,6,756,24,0,1080.21,0.286,1,4,0,0,0,0
876.97,9,1008,37,0,504.0,1.74,0,2,0,0,0,0
991.5,16,526,38,0,1157.9,0.856,1,2,0,0,0,0
1326.54,7,233,19,0,992.75,1.336,2,3,0,0,0,0
1171.18,18,416,19,0,486.68,2.406,4,4,0,0,0,0
1754.67,16,472,25,1,1263.33,1.389,0,1,0,0,1,0
291.37,15,1030,24,0,578.6,0.504,1,4,0,0,0,0
789.0,11,1404,21,1,1554.23,0.508,0,3,0,0,0,0
3559.87,14,1550,30,1,1389.09,2.563,1,3,0,0,0,0
1608.49,7,1172,20,1,509.97,3.154,0,1,0,0,1,0
403.68,18,107,30,0,836.23,0.483,0,1,0,0,0,0
942.44,16,1118,34,0,631.47,1.492,2,5,0,0,1,0
504.68,15,596,32,1,1221.18,0.413,3,7,0,0,0,0
708.15,19,360,26,2,534.61,1.325,0,2,0,0,0,0
2696.78,14,268,30,1,1226.35,2.199,0,2,0,0,0,0
1521.07,12,1217,36,1,1236.5,1.23,1,3,0,0,0,0
389.18,19,638,24,0,1792.17,0.217,0,5,0,0,0,0
589.41,21,47,29,1,1244.83,0.473,0,1,0,0,1,0
898.25,20,1397,27,1,620.85,1.447,0,0,0,0,1,0
776.36,14,1024,31,0,1818.8,0.427,0,3,0,0,0,0
1066.65,12,1446,27,1,1483.56,0.719,0,3,1,0,1,0
586.46,8,1311,34,0,639.5,0.917,1,2,0,0,0,0
734.05,13,301,31,0,645.59,1.137,0,0,0,0,1,0
582.72,20,571,41,2,926.95,0.629,0,1,0,0,1,0
733.49,19,919,29,0,1404.88,0.522,0,3,0,0,1,0
1322.32,8,774,33,0,693.1,1.908,1,3,0,1,0,0
1057.02,15,1774,25,0,558.05,1.894,0,3,0,0,1,0
610.5,17,1012,26,0,633.87,0.963,0,1,0,0,0,0
1673.66,17,1593,26,0,1088.26,1.538,1,3,0,1,0,0
1611.72,20,199,28,0,433.72,3.716,0,3,0,0,1,0
897.3,7,1738,28,0,913.51,0.982,1,4,0,0,0,0
779.04,13,184,30,0,649.09,1.2,2,4,0,0,0,0
2367.04,7,801,29,0,1836.41,1.289,2,3,0,0,1,0
2172.87,18,1003,34,1,469.66,4.626,2,5,0,0,0,0
390.24,15,1624,29,0,550.02,0.71,2,3,0,1,0,0
1731.7,13,400,25,2,358.73,4.827,1,4,0,0,0,0
2317.13,19,977,35,0,1275.87,1.816,0,3,0,0,0,0
1288.39,20,739,24,0,563.08,2.288,1,3,0,0,1,0
7264.77,0,820,38,2,2181.19,3.331,15,16,1,0,0,1
742.39,19,1537,27,1,974.75,0.762,2,2,0,0,0,0
2300.4,22,1484,36,0,378.54,6.077,0,2,0,0,0,0
1421.52,6,1629,30,0,710.19,2.002,2,5,0,0,0,0
1213.17,18,857,22,0,713.99,1.699,0,3,0,0,1,0
3239.03,7,185,30,0,405.92,7.979,0,2,0,0,1,0
515.82,19,1437,38,0,1469.33,0.351,1,1,0,0,1,0
854.13,17,1308,20,0,696.56,1.226,1,1,0,0,0,0
996.75,20,1676,31,0,1582.56,0.63,1,2,0,0,1,0
799.21,15,100,32,0,358.42,2.23,0,2,0,0,1,0
1336.8,0,918,26,4,976.32,1.369,6,24,1,1,1,1
1559.51,17,1447,31,0,1084.88,1.438,1,5,0,0,0,0
593.97,11,929,26,0,537.86,1.104,3,4,0,0,0,0
588.15,6,517,21,0,976.05,0.603,1,2,0,0,0,0
736.95,8,370,32,0,965.2,0.764,0,2,0,0,0,0
791.06,20,1203,36,0,579.51,1.365,0,5,0,0,0,0
839.81,12,778,34,1,612.97,1.37,1,3,0,0,0,0
1525.44,8,242,26,0,630.68,2.419,2,2,0,0,1,0
1707.64,6,1008,27,0,880.6,1.939,1,6,0,0,0,0
778.49,6,997,26,0,704.66,1.105,1,3,0,0,0,0
646.14,18,289,35,0,1880.02,0.344,1,4,0,0,0,0
836.62,8,1053,27,0,453.86,1.843,0,4,0,0,0,0
549.21,19,218,39,0,570.68,0.962,2,6,0,0,0,0
883.95,15,183,37,0,469.88,1.881,2,3,0,0,1,0
533.59,9,125,31,0,814.42,0.655,0,1,0,0,0,0
2892.78,21,1217,21,0,1409.37,2.053,2,6,0,0,0,0
963.29,14,991,30,1,1228.11,0.784,0,1,0,0,0,0
667.94,12,816,32,3,900.87,0.741,0,3,0,0,0,0
1323.75,17,1104,29,0,747.21,1.772,2,3,0,0,1,0
455.94,17,1790,31,1,782.42,0.583,2,3,0,0,0,0
607.07,18,402,28,0,1609.7,0.377,2,3,0,0,0,0
1133.52,16,758,32,0,1269.4,0.893,1,9,0,0,0,0
967.25,22,1277,22,0,440.67,2.195,2,7,0,0,0,0
1598.49,13,355,36,0,1081.54,1.478,2,3,0,0,0,0
200.08,9,1692,34,2,807.27,0.248,2,2,0,0,0,0
1408.06,8,1722,21,0,407.92,3.452,0,1,0,0,0,0
665.91,10,960,37,0,725.13,0.918,0,3,0,0,0,0
471.71,19,1282,34,0,1334.52,0.353,2,5,0,1,1,0
348.02,20,1303,27,0,963.37,0.361,1,5,0,0,0,0
661.41,10,150,29,1,489.43,1.351,0,3,0,0,0,0
2152.72,7,127,25,1,1294.3,1.663,2,4,0,0,0,0
1529.98,18,1266,34,0,931.21,1.643,2,4,0,0,0,0
2205.92,19,1667,23,1,1115.74,1.977,1,4,0,0,0,0
843.36,6,220,27,1,431.35,1.955,3,5,0,0,0,0
952.16,8,1575,29,1,513.67,1.854,1,5,0,0,1,0
376.68,11,1213,30,0,1093.9,0.344,1,3,0,0,0,0
376.64,13,400,27,1,851.74,0.442,1,2,0,0,0,0
828.32,7,1505,25,0,1162.62,0.712,1,3,0,0,0,0
421.2,16,1441,31,0,896.93,0.47,1,4,0,0,1,0
560.33,14,775,22,1,1174.19,0.477,2,3,0,0,0,0
919.47,19,1675,36,1,275.95,3.332,1,1,0,0,0,0
1807.66,22,1202,20,1,624.67,2.894,0,2,1,0,0,0
902.72,7,153,30,1,810.27,1.114,1,3,0,0,0,0
424.89,13,497,27,1,1453.78,0.292,1,3,0,0,0,0
329.64,20,1015,30,1,710.89,0.464,0,3,0,0,0,0
959.06,6,1711,37,0,918.41,1.044,2,2,0,0,0,0
635.24,20,438,21,0,1232.07,0.516,1,3,0,0,0,0
957.08,12,538,31,0,511.22,1.872,1,2,0,0,0,0
802.48,19,536,28,1,718.25,1.117,1,5,0,0,0,0
863.73,16,114,26,0,647.24,1.334,0,1,0,0,1,0
1738.66,21,705,30,1,688.14,2.527,1,6,0,0,1,0
1602.78,8,980,27,0,509.95,3.143,3,5,0,0,0,0
1099.78,20,1558,29,0,548.69,2.004,0,8,0,0,0,0
548.75,15,70,32,0,1499.78,0.366,3,4,0,0,1,0
663.03,19,1113,23,0,645.17,1.028,2,3,0,0,0,0
1366.2,19,1408,33,0,386.97,3.531,0,2,0,0,0,0
1836.78,15,480,25,0,808.12,2.273,1,4,0,0,1,0
445.61,13,1699,32,0,656.3,0.679,1,5,0,0,0,0
2080.04,19,1093,29,0,1044.64,1.991,0,2,0,0,1,0
584.72,14,86,28,0,1537.43,0.38,1,3,0,1,0,0
1297.03,22,608,23,1,1334.09,0.972,0,3,0,0,1,0
4190.53,17,1261,35,0,1224.32,3.423,0,1,0,0,0,0
374.53,16,600,23,0,702.86,0.533,0,0,0,0,0,0
1185.43,15,1471,31,0,2001.88,0.592,1,3,0,0,0,0
755.46,10,1138,22,0,877.19,0.861,0,1,0,0,0,0
1148.24,18,298,31,1,817.42,1.405,4,5,0,1,1,0
638.78,10,458,29,0,888.83,0.719,0,1,0,1,0,0
229.59,16,286,20,0,964.7,0.238,0,1,0,0,0,0
593.12,19,233,28,0,808.39,0.734,0,1,0,0,0,0
1086.65,13,315,32,0,803.44,1.352,1,4,0,0,0,0
1885.73,22,122,20,0,720.41,2.618,3,6,0,0,0,0
1122.2,8,1636,28,1,480.31,2.336,1,3,0,0,1,0
2018.31,9,1737,31,0,521.75,3.868,2,4,1,0,0,0
684.45,11,1455,23,2,781.04,0.876,0,2,0,0,0,0
654.5,22,332,22,0,1477.69,0.443,0,5,0,0,1,0
1084.3,15,1313,30,0,507.09,2.138,1,3,0,1,0,0
730.51,10,944,34,0,2148.27,0.34,0,3,0,0,1,0
1664.66,22,711,29,0,548.15,3.037,1,1,0,0,1,0
414.44,13,980,26,0,1436.29,0.289,1,4,0,0,0,0
1443.01,10,134,26,0,1030.58,1.4,1,2,0,0,0,0
1744.83,21,75,25,2,597.07,2.922,1,5,0,0,0,0
1097.51,8,1686,25,0,555.88,1.974,1,1,0,0,1,0
1483.26,22,760,38,1,1052.48,1.409,0,2,0,0,0,0
628.25,6,1368,30,0,1028.41,0.611,1,1,0,0,0,0
568.34,15,1182,27,0,1845.46,0.308,1,4,0,0,0,0
1089.76,15,1586,41,0,1590.95,0.685,2,5,0,0,0,0
603.52,22,1160,32,0,1150.35,0.525,0,2,0,0,1,0
1059.21,21,1598,28,0,998.55,1.061,2,4,0,0,1,0
1059.85,20,1519,33,1,869.63,1.219,1,4,0,0,1,0
865.17,21,1329,32,0,441.46,1.96,3,4,0,0,0,0
1048.66,20,1569,28,0,422.46,2.482,0,2,0,0,0,0
1272.94,14,1686,29,0,1038.62,1.226,1,2,0,0,0,0
5595.51,2,1397,35,3,1592.95,3.513,7,22,1,1,0,1
690.71,19,710,29,1,893.03,0.773,0,1,0,0,0,0
1411.58,12,1727,29,0,353.14,3.997,0,0,0,0,0,0
1043.46,20,931,37,1,1866.4,0.559,2,7,0,0,0,0
6725.59,1,691,24,4,1142.65,5.886,15,22,0,1,0,1
1236.97,7,1574,28,1,737.81,1.677,2,5,1,0,0,0
974.28,8,173,28,1,1770.94,0.55,0,5,0,0,0,0
743.0,15,359,27,1,434.96,1.708,0,0,0,0,0,0
639.53,7,556,28,0,640.65,0.998,0,1,0,0,0,0
855.21,9,1448,27,3,581.03,1.472,2,3,0,0,0,0
1170.24,10,339,37,0,647.51,1.807,2,6,0,0,0,0
1200.66,10,387,35,0,1011.11,1.187,2,4,0,0,0,0
971.8,6,776,35,0,816.62,1.19,0,1,0,0,0,0
1089.75,9,1725,22,1,706.73,1.542,2,5,0,0,0,0
489.04,10,1521,24,1,1553.72,0.315,2,3,0,0,0,0
695.46,18,758,29,0,317.59,2.19,3,3,0,0,0,0
1298.54,16,220,46,1,2062.83,0.629,0,3,0,0,0,0
567.71,11,295,24,0,894.91,0.634,1,5,0,0,0,0
970.39,8,155,33,0,277.55,3.496,0,1,0,0,0,0
923.68,14,1553,26,0,1091.99,0.846,1,3,0,0,1,0
843.34,11,1067,28,2,813.86,1.036,1,1,0,0,0,0
1304.19,17,1782,29,0,530.59,2.458,0,2,0,0,0,0
1017.35,9,511,19,0,644.23,1.579,1,1,0,0,1,0
464.7,22,1338,45,0,833.65,0.557,1,1,0,0,0,0
1192.59,7,407,28,0,855.61,1.394,2,4,0,0,0,0
679.32,20,1294,32,1,954.87,0.711,0,2,0,0,0,0
424.06,17,363,39,0,519.27,0.817,0,1,0,0,0,0
1350.51,17,1333,28,0,686.87,1.966,1,3,0,0,0,0
467.68,21,142,27,0,1094.66,0.427,1,5,0,0,1,0
10726.33,4,919,31,1,999.13,10.736,10,18,1,0,0,1
1055.14,18,824,30,2,1138.67,0.927,2,6,0,0,0,0
862.37,14,231,45,1,865.23,0.997,2,4,0,0,0,0
636.92,17,999,24,0,861.96,0.739,0,4,0,0,0,0
519.8,15,118,30,1,1580.93,0.329,4,5,0,0,0,0
591.08,22,1313,30,0,771.49,0.766,0,4,0,0,0,0
496.41,11,190,29,0,1797.7,0.276,0,2,0,0,0,0
837.51,18,927,30,0,516.22,1.622,1,4,0,0,1,0
665.17,8,417,36,0,529.5,1.256,1,4,0,0,0,0
420.6,6,707,29,2,1870.97,0.225,1,3,0,0,1,0
765.81,17,1559,23,0,599.26,1.278,0,3,0,0,1,0
630.32,9,539,36,0,609.04,1.035,1,5,0,0,0,0
1040.5,6,755,23,1,523.81,1.986,1,1,0,0,0,0
1095.72,16,527,24,0,1260.95,0.869,0,1,0,0,1,0
1878.22,16,929,38,0,1227.15,1.531,2,6,0,1,1,0
1282.13,16,1215,24,0,1058.12,1.212,1,2,0,0,0,0
493.47,13,71,19,0,774.78,0.637,4,6,0,0,1,0
271.73,20,648,30,0,489.9,0.555,1,2,0,0,0,0
389.43,6,574,38,0,444.42,0.876,2,3,0,0,0,0
681.03,8,299,25,0,674.84,1.009,0,1,0,0,0,0
4693.89,0,249,36,2,910.93,5.153,10,28,1,0,1,1
639.79,22,852,30,1,827.0,0.774,1,7,0,0,0,0
913.92,18,1295,36,0,1194.33,0.765,1,5,0,0,0,0
658.69,14,204,34,1,788.31,0.836,0,4,0,0,1,0
1046.61,22,502,31,0,1436.56,0.729,3,4,0,0,1,0
642.47,21,825,26,0,436.36,1.472,1,1,0,0,0,0
590.47,7,194,33,0,761.57,0.775,0,2,0,0,0,0
2297.1,14,583,39,0,646.01,3.556,2,4,0,0,1,0
881.68,22,126,42,0,836.22,1.054,1,3,1,0,0,0
954.9,9,1349,28,0,1582.13,0.604,1,4,0,1,0,0
1428.43,8,1568,29,0,473.36,3.018,1,2,0,0,0,0
1454.44,11,1274,36,0,1061.56,1.37,2,6,0,0,0,0
734.11,22,1260,36,0,1859.22,0.395,2,6,0,0,0,0
1596.04,9,968,31,0,984.48,1.621,0,4,0,0,1,0
701.43,16,542,33,0,1525.13,0.46,0,1,0,0,0,0
1570.16,10,1381,32,0,538.32,2.917,0,1,0,0,0,0
455.5,18,1730,33,0,1227.36,0.371,0,2,0,0,0,0
758.46,21,229,35,0,313.67,2.418,1,2,0,0,1,0
1014.78,6,44,26,0,1055.87,0.961,0,1,0,0,1,0
1094.92,12,1495,24,0,525.64,2.083,2,3,0,0,0,0
564.54,15,1714,33,1,529.15,1.067,1,2,0,0,0,0
362.56,9,652,32,0,321.86,1.126,2,3,0,0,0,0
1156.52,16,262,17,0,953.7,1.213,2,5,0,0,0,0
801.36,12,854,30,1,646.13,1.24,2,4,0,0,0,0
724.21,6,1646,43,0,1385.67,0.523,3,4,0,0,0,0
2230.37,16,480,30,0,1196.37,1.864,2,3,0,0,0,0
764.21,6,289,35,0,1067.34,0.716,1,3,0,0,1,0
675.66,9,608,31,0,1328.59,0.509,0,3,1,1,0,0
333.6,8,652,18,0,904.74,0.369,2,6,0,0,0,0
494.95,6,1699,30,0,1999.36,0.248,3,5,0,0,0,0
1453.46,12,590,25,2,909.33,1.598,4,4,0,0,0,0
602.46,20,668,25,0,1063.72,0.566,0,2,0,0,0,0
1268.61,11,1076,25,1,1251.11,1.014,0,2,0,0,0,0
441.03,10,1253,21,0,469.1,0.94,3,3,0,0,1,0
556.65,19,1674,25,1,1018.4,0.547,0,3,0,0,0,0
6326.18,2,1009,31,2,650.38,9.727,6,21,1,1,0,1
1167.03,11,1499,26,0,819.5,1.424,1,3,0,0,1,0
799.07,6,1464,21,0,677.27,1.18,2,4,0,0,0,0
487.43,18,408,32,0,925.74,0.527,1,3,0,0,0,0
1330.04,17,644,31,0,622.27,2.137,1,3,0,0,0,0
1178.34,22,654,26,1,528.11,2.231,1,2,0,0,0,0
1082.73,17,1748,26,0,539.3,2.008,1,2,0,0,1,0
1056.15,21,954,27,0,1049.65,1.006,0,2,0,0,0,0
561.34,8,123,28,0,1531.35,0.367,3,5,0,0,1,0
1794.03,8,1738,27,0,1085.86,1.652,0,2,0,0,0,0
849.31,17,722,28,0,1318.12,0.644,1,4,0,0,1,0
1040.45,18,1444,29,1,1216.23,0.855,0,1,1,0,0,0
1108.33,12,562,25,0,721.74,1.536,2,5,0,0,0,0
533.95,13,1531,29,0,977.68,0.546,0,1,0,0,0,0
2547.88,12,1045,29,0,873.34,2.917,3,5,0,0,0,0
884.58,6,673,27,0,1045.66,0.846,0,0,0,0,0,0
914.49,20,1284,20,0,574.38,1.592,2,6,0,0,0,0
715.6,21,207,21,0,1610.15,0.444,2,5,0,0,1,0
1690.0,22,264,22,0,1173.13,1.441,1,3,0,0,0,0
1729.68,14,1795,22,0,473.48,3.653,0,0,0,0,0,0
979.52,8,1711,25,0,677.43,1.446,3,3,0,0,0,0
400.93,12,146,21,0,1466.4,0.273,0,2,0,0,0,0
820.2,17,1060,32,0,869.29,0.944,2,8,0,0,0,0
866.32,8,448,20,0,2096.97,0.413,1,3,0,0,0,0
700.36,8,453,30,0,510.49,1.372,1,4,0,0,0,0
522.78,22,1726,26,0,839.31,0.623,0,1,0,0,0,0
381.9,6,812,36,0,1970.2,0.194,5,8,0,1,0,0
2016.52,16,996,21,0,1025.33,1.967,2,3,1,0,1,0
1350.02,8,1453,24,0,1023.2,1.319,0,3,0,0,0,0
915.02,6,838,40,2,1254.27,0.73,2,2,0,0,0,0
628.05,16,1014,33,0,2677.4,0.235,1,2,0,1,1,0
6148.59,4,675,28,1,1016.57,6.048,7,26,1,1,0,1
1004.53,18,185,35,0,539.55,1.862,1,4,0,0,1,0
720.08,20,1538,34,0,677.88,1.062,1,5,0,0,0,0
1112.46,14,1529,24,0,1148.49,0.969,1,2,0,0,0,0
1190.12,8,73,32,1,841.27,1.415,3,7,1,0,1,0
1310.35,22,612,33,0,1053.54,1.244,1,1,0,0,1,0
550.88,12,231,26,0,902.0,0.611,1,3,0,0,0,0
1138.19,18,836,26,0,517.16,2.201,3,5,0,0,0,0
1715.85,9,1445,25,1,744.8,2.304,3,4,0,0,1,0
1056.8,8,1205,24,0,1307.54,0.808,0,2,0,0,1,0
3024.54,17,240,24,0,413.86,7.308,1,2,0,0,0,0
813.04,9,1714,27,0,1570.88,0.518,0,2,0,0,0,0
349.06,15,634,34,0,727.02,0.48,3,3,1,0,0,0
562.9,16,896,35,0,957.04,0.588,0,0,0,0,0,0
621.34,8,748,31,0,918.08,0.677,1,3,0,0,0,0
1220.75,11,966,20,2,546.42,2.234,2,4,0,0,1,0
1418.72,9,1285,27,1,1065.18,1.332,2,3,0,0,1,0
967.64,6,373,24,1,612.39,1.58,0,2,0,0,0,0
1054.61,22,1746,39,0,1535.71,0.687,0,2,0,0,0,0
2574.19,6,1760,32,0,1132.01,2.274,0,1,0,0,1,0
568.44,20,129,35,1,916.99,0.62,0,2,0,0,0,0
862.57,12,143,24,0,2134.63,0.404,1,3,0,0,0,0
700.06,10,81,29,2,501.57,1.396,1,1,0,0,0,0
470.77,14,1487,33,0,962.64,0.489,0,2,0,0,1,0
294.8,21,549,20,1,1363.58,0.216,1,1,0,0,1,0
1831.85,17,1226,37,0,1012.17,1.81,0,2,0,0,0,0
589.75,7,1582,27,0,1551.69,0.38,1,1,0,0,0,0
782.34,18,53,20,0,888.35,0.881,0,1,0,0,0,0
1137.77,18,424,30,0,841.24,1.352,2,6,0,0,0,0
466.61,22,241,25,0,1428.87,0.327,1,5,0,0,1,0
567.4,9,184,30,0,521.79,1.087,4,5,0,0,1,0
887.17,20,527,41,0,3417.71,0.26,0,2,0,0,0,0
705.53,12,341,26,2,889.78,0.793,1,3,0,0,1,0
445.08,12,689,27,0,1125.23,0.396,0,1,0,0,0,0
1253.82,16,437,40,0,856.93,1.463,0,1,0,0,0,0
7347.67,1,484,31,3,431.48,17.029,10,19,1,0,0,1
967.98,9,622,36,0,719.44,1.345,2,3,1,0,0,0
926.41,9,1644,29,0,460.24,2.013,0,2,0,0,0,0
1530.4,17,1593,21,0,729.38,2.098,3,4,0,0,0,0
1090.28,22,784,32,1,1850.14,0.589,0,2,1,0,0,0
558.68,9,454,26,0,964.68,0.579,0,0,0,0,0,0
1701.41,15,698,40,0,766.56,2.22,1,3,0,0,0,0
692.08,11,604,29,0,1779.73,0.389,1,2,1,0,0,0
573.86,10,994,26,0,1353.57,0.424,1,5,0,0,0,0
528.95,19,827,22,0,1466.06,0.361,3,6,0,0,1,0
247.42,18,1337,43,1,2121.06,0.117,0,2,0,0,0,0
642.48,14,1636,29,1,686.98,0.935,0,3,0,0,0,0
1116.73,14,1751,30,0,1053.92,1.06,2,6,0,0,1,0
424.53,13,525,33,0,539.35,0.787,2,5,0,0,0,0
2297.85,22,1634,23,1,459.37,5.002,0,2,0,0,1,0
261.81,22,1245,39,1,1505.56,0.174,2,6,0,0,0,0
583.62,7,802,16,0,1263.19,0.462,1,2,0,0,0,0
5168.02,0,408,23,1,558.99,9.245,8,11,0,1,0,1
1487.63,11,1362,36,0,712.89,2.087,3,3,0,0,0,0
1285.46,17,566,26,0,712.99,1.803,0,0,0,0,0,0
775.63,22,1357,23,1,758.62,1.022,2,3,0,0,0,0
410.77,13,622,21,0,324.73,1.265,0,1,0,0,1,0
464.45,13,557,29,2,631.71,0.735,3,5,0,0,0,0
1030.18,16,650,29,0,1093.21,0.942,0,5,0,0,0,0
619.01,11,274,24,0,1223.0,0.506,0,2,0,0,0,0
659.1,10,455,33,0,523.32,1.259,0,2,0,0,0,0
862.15,16,853,33,0,706.45,1.22,1,1,0,1,1,0
715.57,9,292,30,2,534.11,1.34,0,1,0,0,0,0
342.99,17,1303,34,0,953.45,0.36,0,1,0,0,0,0
431.82,10,1393,22,1,940.87,0.459,0,3,0,0,0,0
437.61,7,1773,29,0,636.12,0.688,0,1,0,0,0,0
601.76,7,334,23,0,1052.35,0.572,2,3,0,0,0,0
943.46,10,1558,24,0,813.84,1.159,0,2,0,0,1,0
922.33,7,1706,28,0,3384.94,0.272,3,8,0,0,1,0
1724.39,11,722,27,1,735.03,2.346,0,1,0,0,0,0
414.11,13,1347,27,0,1235.77,0.335,1,1,0,0,0,0
1062.66,10,711,29,1,1674.18,0.635,1,1,0,0,0,0
582.52,15,213,28,0,1102.32,0.528,1,3,0,0,1,0
2661.21,12,1358,24,1,1064.7,2.5,1,4,0,0,1,0
847.04,7,1526,28,0,948.58,0.893,0,2,0,0,1,0
659.26,11,590,28,0,708.22,0.931,1,2,0,0,1,0
1044.05,6,515,34,0,248.97,4.193,2,3,0,0,1,0
1000.63,18,324,30,0,995.59,1.005,1,4,0,0,0,0
